ID,Asset Name,Lat,Long,Business Category,Risk Rating,RiskFactors,Year
129,Strickland-Daniels,53.51684,-113.3187,Energy,0.94,"{""Earthquake"": 0.31, ""Extreme heat"": 0.29, ""Hurricane"": 0.1, ""Sea level rise"": 0.24}",2060
130,"Rodriguez, Roberts and Fuller",53.51684,-113.3187,Healthcare,0.16,"{""Flooding"": 0.16}",2040
131,"Roberts, Burke and Williams",50.26729,-119.27337,Retail,0.9,"{""Extreme heat"": 0.1, ""Flooding"": 0.14, ""Tornado"": 0.15, ""Volcano"": 0.09, ""Wildfire"": 0.0, ""Sea level rise"": 0.09, ""Earthquake"": 0.04, ""Hurricane"": 0.09, ""Drought"": 0.08, ""Extreme cold"": 0.12}",2030
132,"Landry, Molina and Green",49.88307,-119.48568,Manufacturing,0.5,"{""Earthquake"": 0.04, ""Wildfire"": 0.01, ""Flooding"": 0.05, ""Hurricane"": 0.02, ""Extreme cold"": 0.02, ""Drought"": 0.01, ""Sea level rise"": 0.13, ""Tornado"": 0.12, ""Volcano"": 0.1}",2040
133,"Taylor, Mitchell and Ward",50.26729,-119.27337,Technology,0.13,"{""Wildfire"": 0.01, ""Tornado"": 0.01, ""Extreme cold"": 0.01, ""Sea level rise"": 0.02, ""Flooding"": 0.01, ""Drought"": 0.01, ""Earthquake"": 0.02, ""Volcano"": 0.02, ""Hurricane"": 0.02}",2030
134,Vega-Huffman,53.51684,-113.3187,Finance,0.02,"{""Drought"": 0.0, ""Hurricane"": 0.01, ""Flooding"": 0.0, ""Extreme cold"": 0.0, ""Earthquake"": 0.01}",2070
135,"Clarke, Lutz and Farrell",45.40008,-73.58248,Energy,0.64,"{""Volcano"": 0.08, ""Tornado"": 0.02, ""Earthquake"": 0.06, ""Flooding"": 0.03, ""Extreme cold"": 0.08, ""Drought"": 0.07, ""Sea level rise"": 0.11, ""Hurricane"": 0.03, ""Wildfire"": 0.05, ""Extreme heat"": 0.11}",2050
136,Torres-Sanchez,45.44868,-73.81669,Manufacturing,0.28,"{""Earthquake"": 0.03, ""Wildfire"": 0.07, ""Flooding"": 0.04, ""Sea level rise"": 0.07, ""Volcano"": 0.05, ""Tornado"": 0.02}",2030
137,Duke Ltd,46.23899,-63.13414,Manufacturing,0.67,"{""Wildfire"": 0.01, ""Extreme heat"": 0.37, ""Flooding"": 0.29}",2030
138,Grant-Coffey,53.51684,-113.3187,Technology,0.47,"{""Hurricane"": 0.01, ""Flooding"": 0.05, ""Volcano"": 0.08, ""Extreme heat"": 0.11, ""Sea level rise"": 0.07, ""Tornado"": 0.01, ""Earthquake"": 0.05, ""Wildfire"": 0.09, ""Drought"": 0.0}",2060
139,"Roberts, Burke and Williams",42.8334,-80.38297,Finance,0.5,"{""Sea level rise"": 0.17, ""Extreme heat"": 0.15, ""Wildfire"": 0.18}",2070
140,Thomas-Chavez,45.4473,-73.75335,Energy,0.74,"{""Wildfire"": 0.08, ""Extreme heat"": 0.01, ""Flooding"": 0.11, ""Volcano"": 0.04, ""Extreme cold"": 0.13, ""Drought"": 0.12, ""Sea level rise"": 0.1, ""Hurricane"": 0.15}",2050
141,Robertson-Petersen,43.86682,-79.2663,Healthcare,0.61,"{""Drought"": 0.61}",2030
142,Zuniga Inc,42.8334,-80.38297,Retail,0.89,"{""Sea level rise"": 0.61, ""Extreme heat"": 0.25, ""Tornado"": 0.03}",2060
143,Stanton-Joyce,42.8334,-80.38297,Energy,0.82,"{""Extreme heat"": 0.24, ""Flooding"": 0.26, ""Volcano"": 0.04, ""Earthquake"": 0.28}",2030
144,"Harrison, Meza and Rios",50.26729,-119.27337,Energy,0.35,"{""Drought"": 0.35}",2040
145,"Watson, Evans and Smith",45.4473,-73.75335,Technology,0.77,"{""Flooding"": 0.11, ""Tornado"": 0.07, ""Volcano"": 0.24, ""Wildfire"": 0.11, ""Sea level rise"": 0.04, ""Earthquake"": 0.13, ""Extreme heat"": 0.07}",2030
146,"Roberts, Burke and Williams",45.43341,-73.86586,Finance,0.42,"{""Hurricane"": 0.01, ""Earthquake"": 0.01, ""Volcano"": 0.21, ""Wildfire"": 0.08, ""Drought"": 0.11}",2060
147,"Taylor, Mitchell and Ward",46.23899,-63.13414,Retail,0.09,"{""Flooding"": 0.03, ""Wildfire"": 0.01, ""Tornado"": 0.01, ""Extreme cold"": 0.01, ""Extreme heat"": 0.01, ""Hurricane"": 0.02}",2040
148,"Mcknight, Beasley and Stewart",43.86682,-79.2663,Energy,0.98,"{""Flooding"": 0.24, ""Wildfire"": 0.25, ""Earthquake"": 0.26, ""Volcano"": 0.23}",2060
149,Jimenez-Gallegos,46.23899,-63.13414,Retail,0.04,"{""Tornado"": 0.04}",2050
150,Good-Lewis,49.88307,-119.48568,Finance,0.54,"{""Extreme cold"": 0.08, ""Wildfire"": 0.03, ""Hurricane"": 0.02, ""Flooding"": 0.1, ""Extreme heat"": 0.02, ""Earthquake"": 0.06, ""Volcano"": 0.06, ""Drought"": 0.02, ""Sea level rise"": 0.06, ""Tornado"": 0.09}",2070
151,Perez-Robertson,50.26729,-119.27337,Energy,0.33,"{""Sea level rise"": 0.09, ""Wildfire"": 0.08, ""Extreme heat"": 0.09, ""Extreme cold"": 0.07}",2040
152,Jones Ltd,45.40008,-73.58248,Technology,0.96,"{""Flooding"": 0.03, ""Drought"": 0.07, ""Sea level rise"": 0.17, ""Earthquake"": 0.08, ""Hurricane"": 0.04, ""Wildfire"": 0.05, ""Extreme heat"": 0.03, ""Volcano"": 0.17, ""Extreme cold"": 0.22, ""Tornado"": 0.1}",2040
153,"Rodriguez, Roberts and Fuller",45.4473,-73.75335,Manufacturing,0.01,"{""Extreme heat"": 0.01, ""Drought"": 0.0, ""Hurricane"": 0.0, ""Extreme cold"": 0.0, ""Volcano"": 0.0}",2070
154,Park and Sons,45.4473,-73.75335,Technology,0.57,"{""Drought"": 0.07, ""Volcano"": 0.05, ""Earthquake"": 0.07, ""Tornado"": 0.08, ""Flooding"": 0.09, ""Wildfire"": 0.02, ""Sea level rise"": 0.07, ""Hurricane"": 0.03, ""Extreme cold"": 0.09}",2030
155,"Thompson, Davis and Brown",45.43341,-73.86586,Finance,0.02,"{""Extreme cold"": 0.02, ""Extreme heat"": 0.0, ""Flooding"": 0.0, ""Tornado"": 0.0, ""Earthquake"": 0.0, ""Drought"": 0.0, ""Sea level rise"": 0.0, ""Hurricane"": 0.0, ""Wildfire"": 0.0, ""Volcano"": 0.0}",2050
156,Waller Ltd,53.51684,-113.3187,Energy,0.77,"{""Flooding"": 0.19, ""Drought"": 0.07, ""Hurricane"": 0.34, ""Extreme heat"": 0.17}",2050
157,"Patel, Norris and Jackson",49.88307,-119.48568,Finance,0.44,"{""Flooding"": 0.03, ""Volcano"": 0.03, ""Hurricane"": 0.07, ""Sea level rise"": 0.02, ""Extreme cold"": 0.08, ""Extreme heat"": 0.07, ""Wildfire"": 0.02, ""Drought"": 0.01, ""Earthquake"": 0.06, ""Tornado"": 0.05}",2040
158,Willis-Newman,53.51684,-113.3187,Energy,0.28,"{""Hurricane"": 0.15, ""Sea level rise"": 0.1, ""Volcano"": 0.03}",2050
159,Wiley Ltd,42.8334,-80.38297,Healthcare,0,"{""Extreme cold"": 0.0, ""Extreme heat"": 0.0, ""Flooding"": 0.0}",2050
160,Wiley Ltd,49.88307,-119.48568,Finance,0.4,"{""Wildfire"": 0.07, ""Sea level rise"": 0.09, ""Earthquake"": 0.24}",2030
161,"Davis, Allen and Rivera",45.44868,-73.81669,Retail,0.48,"{""Tornado"": 0.12, ""Volcano"": 0.12, ""Hurricane"": 0.02, ""Extreme cold"": 0.1, ""Flooding"": 0.01, ""Sea level rise"": 0.11}",2040
162,Smith-Woods,42.8334,-80.38297,Energy,0.59,"{""Extreme heat"": 0.35, ""Earthquake"": 0.24}",2050
163,"Washington, Rogers and Morrison",46.23899,-63.13414,Manufacturing,0.62,"{""Hurricane"": 0.41, ""Tornado"": 0.21}",2070
164,Skinner-Rojas,45.43341,-73.86586,Technology,0.96,"{""Sea level rise"": 0.19999999999999998, ""Volcano"": 0.27, ""Flooding"": 0.11, ""Extreme cold"": 0.3, ""Drought"": 0.08}",2050
165,Willis-Newman,42.8334,-80.38297,Retail,0.23,"{""Sea level rise"": 0.23}",2030
166,Strickland-Daniels,45.44868,-73.81669,Manufacturing,0.58,"{""Tornado"": 0.09, ""Hurricane"": 0.01, ""Sea level rise"": 0.31, ""Volcano"": 0.17}",2030
167,"Mcpherson, Simmons and Simpson",53.51684,-113.3187,Technology,0.06,"{""Tornado"": 0.06}",2030
168,Cook-Burns,49.88307,-119.48568,Retail,0.78,"{""Volcano"": 0.37, ""Flooding"": 0.41}",2070
169,Stewart PLC,45.44868,-73.81669,Manufacturing,0.68,"{""Drought"": 0.01, ""Extreme cold"": 0.05, ""Wildfire"": 0.09, ""Hurricane"": 0.05, ""Sea level rise"": 0.09, ""Flooding"": 0.08, ""Volcano"": 0.09, ""Earthquake"": 0.09, ""Tornado"": 0.13}",2030
170,Ware PLC,46.23899,-63.13414,Finance,0.48,"{""Drought"": 0.04, ""Volcano"": 0.04, ""Sea level rise"": 0.0, ""Hurricane"": 0.01, ""Extreme heat"": 0.06, ""Earthquake"": 0.11, ""Tornado"": 0.05, ""Flooding"": 0.02, ""Extreme cold"": 0.09, ""Wildfire"": 0.06}",2070
171,Norton-Spencer,45.43341,-73.86586,Retail,0.79,"{""Volcano"": 0.16, ""Extreme cold"": 0.11, ""Flooding"": 0.05, ""Wildfire"": 0.11, ""Earthquake"": 0.16, ""Drought"": 0.1, ""Extreme heat"": 0.1}",2030
172,"Rodriguez, Roberts and Fuller",46.23899,-63.13414,Retail,0.28,"{""Sea level rise"": 0.03, ""Volcano"": 0.09, ""Tornado"": 0.1, ""Hurricane"": 0.06}",2060
173,Martin-Jenkins,43.86682,-79.2663,Retail,0.55,"{""Earthquake"": 0.22, ""Tornado"": 0.33}",2030
174,Gray-Evans,45.4473,-73.75335,Finance,0.06,"{""Wildfire"": 0.06}",2040
175,Gray-Evans,45.43341,-73.86586,Healthcare,0.07,"{""Extreme cold"": 0.02, ""Earthquake"": 0.0, ""Drought"": 0.01, ""Volcano"": 0.0, ""Extreme heat"": 0.01, ""Flooding"": 0.01, ""Tornado"": 0.01, ""Hurricane"": 0.0, ""Sea level rise"": 0.01, ""Wildfire"": 0.0}",2030
176,Foster-Flores,49.88307,-119.48568,Technology,0.11,"{""Tornado"": 0.05, ""Wildfire"": 0.04, ""Volcano"": 0.02, ""Earthquake"": 0.0}",2070
177,"Rodriguez, Roberts and Fuller",50.26729,-119.27337,Energy,0.82,"{""Wildfire"": 0.82}",2060
178,"Wagner, Curry and Pearson",46.23899,-63.13414,Finance,0.11,"{""Sea level rise"": -0.01, ""Flooding"": 0.02, ""Extreme heat"": 0.01, ""Extreme cold"": 0.03, ""Drought"": 0.01, ""Hurricane"": 0.01, ""Tornado"": 0.01, ""Wildfire"": 0.02, ""Volcano"": 0.01}",2060
179,"Wagner, Curry and Pearson",45.44868,-73.81669,Retail,0.91,"{""Wildfire"": 0.65, ""Flooding"": 0.26}",2050
180,"Hall, Meadows and Anderson",49.88307,-119.48568,Finance,0.88,"{""Tornado"": 0.04, ""Volcano"": 0.05, ""Hurricane"": 0.16, ""Extreme heat"": 0.03, ""Sea level rise"": 0.17, ""Wildfire"": 0.14, ""Earthquake"": 0.04, ""Extreme cold"": 0.1, ""Flooding"": 0.15}",2030
181,Martin-Jenkins,46.1351,-60.1831,Finance,0.33,"{""Extreme heat"": 0.06, ""Drought"": 0.04, ""Extreme cold"": 0.01, ""Wildfire"": 0.02, ""Flooding"": 0.01, ""Volcano"": 0.05, ""Hurricane"": 0.04, ""Sea level rise"": 0.05, ""Tornado"": 0.04, ""Earthquake"": 0.01}",2040
182,Cook-Burns,46.1351,-60.1831,Finance,0.9,"{""Hurricane"": 0.16, ""Earthquake"": 0.16, ""Extreme cold"": 0.17, ""Wildfire"": 0.11, ""Drought"": 0.11, ""Tornado"": 0.02, ""Volcano"": 0.17}",2040
183,"Walker, Hogan and Mendez",42.8334,-80.38297,Energy,0.13,"{""Volcano"": 0.02, ""Tornado"": 0.02, ""Wildfire"": 0.01, ""Earthquake"": 0.02, ""Extreme heat"": 0.02, ""Extreme cold"": 0.01, ""Flooding"": 0.02, ""Drought"": 0.01, ""Hurricane"": 0.0}",2070
184,Thomas-Chavez,45.40008,-73.58248,Energy,0.66,"{""Drought"": 0.22, ""Flooding"": 0.07, ""Hurricane"": 0.37}",2060
185,Zuniga Inc,45.43341,-73.86586,Manufacturing,0.45,"{""Wildfire"": 0.11, ""Volcano"": 0.1, ""Extreme heat"": 0.18, ""Extreme cold"": 0.06}",2040
186,Thomas-Chavez,45.4473,-73.75335,Manufacturing,0.01,"{""Wildfire"": 0.01, ""Tornado"": 0.0, ""Volcano"": 0.0, ""Extreme cold"": 0.0, ""Earthquake"": 0.0, ""Drought"": 0.0, ""Sea level rise"": 0.0}",2050
187,Stanton-Joyce,49.88307,-119.48568,Energy,0.54,"{""Sea level rise"": 0.13, ""Earthquake"": 0.13, ""Volcano"": 0.04, ""Hurricane"": 0.07, ""Wildfire"": 0.08, ""Drought"": 0.09}",2050
188,Jones Ltd,45.44868,-73.81669,Energy,0.92,"{""Sea level rise"": 0.11, ""Drought"": 0.12, ""Earthquake"": 0.24, ""Extreme cold"": 0.04, ""Hurricane"": 0.11, ""Tornado"": 0.07, ""Flooding"": 0.08, ""Extreme heat"": 0.11, ""Wildfire"": 0.04}",2040
189,"Taylor, Mitchell and Ward",49.88307,-119.48568,Technology,0.03,"{""Wildfire"": 0.03, ""Hurricane"": 0.0, ""Tornado"": 0.0}",2040
190,"Thompson, Davis and Brown",50.26729,-119.27337,Retail,0.14,"{""Extreme heat"": 0.04, ""Tornado"": 0.03, ""Wildfire"": 0.01, ""Hurricane"": 0.01, ""Drought"": 0.03, ""Volcano"": 0.02}",2060
191,Acevedo-Kennedy,45.44868,-73.81669,Retail,0.37,"{""Extreme heat"": 0.06, ""Hurricane"": 0.01, ""Flooding"": 0.16, ""Wildfire"": 0.1, ""Volcano"": 0.04}",2050
192,Johnson and Sons,53.51684,-113.3187,Finance,0.05,"{""Hurricane"": 0.05}",2040
193,Patel-Brooks,42.8334,-80.38297,Healthcare,0,"{""Wildfire"": 0.0, ""Drought"": 0.0, ""Volcano"": 0.0, ""Earthquake"": 0.0, ""Tornado"": 0.0, ""Extreme cold"": 0.0, ""Hurricane"": 0.0, ""Sea level rise"": 0.0, ""Extreme heat"": 0.0}",2070
194,"Walker, Hogan and Mendez",45.4473,-73.75335,Technology,0.65,"{""Tornado"": 0.65}",2050
195,"Wagner, Curry and Pearson",45.40008,-73.58248,Retail,0.8,"{""Wildfire"": 0.12, ""Extreme heat"": 0.29, ""Tornado"": 0.39}",2070
196,Johnson and Sons,45.43341,-73.86586,Finance,0.52,"{""Hurricane"": 0.02, ""Extreme heat"": 0.25, ""Earthquake"": 0.25}",2070
197,Pittman PLC,43.86682,-79.2663,Retail,0.32,"{""Sea level rise"": 0.05, ""Flooding"": 0.03, ""Tornado"": 0.0, ""Earthquake"": 0.03, ""Hurricane"": 0.07, ""Drought"": 0.05, ""Extreme heat"": 0.02, ""Extreme cold"": 0.01, ""Volcano"": 0.06}",2040
198,Reid PLC,43.86682,-79.2663,Technology,0.49,"{""Earthquake"": 0.19, ""Extreme cold"": 0.13, ""Volcano"": 0.14, ""Extreme heat"": 0.03}",2040
199,Wiley Ltd,45.4473,-73.75335,Energy,0.55,"{""Sea level rise"": 0.25, ""Extreme heat"": 0.12, ""Drought"": 0.03, ""Wildfire"": 0.15}",2070
200,Vega-Huffman,49.88307,-119.48568,Manufacturing,0.28,"{""Tornado"": 0.03, ""Flooding"": 0.0, ""Drought"": 0.04, ""Extreme heat"": 0.08, ""Hurricane"": 0.02, ""Extreme cold"": 0.04, ""Volcano"": 0.03, ""Sea level rise"": 0.04}",2070
201,Banks-Carlson,45.4473,-73.75335,Healthcare,0.86,"{""Drought"": 0.01, ""Sea level rise"": 0.07, ""Extreme cold"": 0.06, ""Earthquake"": 0.1, ""Extreme heat"": 0.17, ""Hurricane"": 0.02, ""Volcano"": 0.03, ""Wildfire"": 0.11, ""Flooding"": 0.14, ""Tornado"": 0.15}",2040
202,"Washington, Rogers and Morrison",42.8334,-80.38297,Retail,0.23,"{""Drought"": 0.04, ""Volcano"": 0.07, ""Tornado"": 0.04, ""Sea level rise"": 0.08}",2070
203,Wilkerson-Miranda,53.51684,-113.3187,Manufacturing,0.86,"{""Earthquake"": 0.01, ""Extreme cold"": 0.02, ""Volcano"": 0.1, ""Tornado"": 0.13, ""Flooding"": 0.08, ""Hurricane"": 0.13, ""Wildfire"": 0.07, ""Drought"": 0.14, ""Extreme heat"": 0.18}",2050
204,"Mejia, Roberts and Gay",45.43341,-73.86586,Energy,0.72,"{""Extreme cold"": 0.08, ""Wildfire"": 0.04, ""Drought"": 0.06, ""Flooding"": 0.03, ""Tornado"": 0.03, ""Earthquake"": 0.09, ""Volcano"": 0.22, ""Hurricane"": 0.15, ""Extreme heat"": 0.02}",2030
205,"Patel, Norris and Jackson",50.26729,-119.27337,Retail,0.55,"{""Wildfire"": 0.039999999999999994, ""Flooding"": 0.01, ""Tornado"": 0.08, ""Earthquake"": 0.04, ""Extreme heat"": 0.1, ""Drought"": 0.07, ""Hurricane"": 0.09, ""Volcano"": 0.08, ""Sea level rise"": 0.03, ""Extreme cold"": 0.01}",2030
206,Acevedo-Kennedy,45.4473,-73.75335,Manufacturing,0.21,"{""Wildfire"": 0.21}",2050
207,"Mcknight, Beasley and Stewart",46.23899,-63.13414,Manufacturing,0.68,"{""Tornado"": 0.12, ""Extreme heat"": 0.04, ""Drought"": 0.1, ""Volcano"": 0.13, ""Flooding"": 0.11, ""Sea level rise"": 0.18}",2060
208,Reid-Sherman,46.23899,-63.13414,Retail,0.65,"{""Earthquake"": 0.21, ""Flooding"": 0.13, ""Volcano"": 0.04, ""Tornado"": 0.04, ""Extreme cold"": 0.07, ""Extreme heat"": 0.16}",2030
209,Banks-Carlson,43.86682,-79.2663,Energy,0.41,"{""Tornado"": 0.04, ""Extreme cold"": 0.11, ""Drought"": 0.04, ""Hurricane"": 0.05, ""Extreme heat"": 0.17}",2030
210,Robertson-Petersen,49.88307,-119.48568,Manufacturing,0.39,"{""Extreme cold"": 0.37, ""Flooding"": 0.02}",2050
211,Perez-Robertson,53.51684,-113.3187,Retail,0.39,"{""Hurricane"": 0.05, ""Extreme heat"": 0.07, ""Earthquake"": 0.14, ""Wildfire"": 0.13}",2040
212,Rivera Inc,53.51684,-113.3187,Finance,0.76,"{""Extreme heat"": 0.04, ""Extreme cold"": 0.23, ""Flooding"": 0.09, ""Wildfire"": 0.17, ""Hurricane"": 0.23}",2030
213,"Landry, Molina and Green",53.51684,-113.3187,Energy,0.75,"{""Sea level rise"": 0.03, ""Volcano"": 0.06, ""Extreme cold"": 0.24, ""Earthquake"": 0.11, ""Extreme heat"": 0.25, ""Hurricane"": 0.06}",2030
214,Jimenez-Gallegos,43.86682,-79.2663,Finance,0.48,"{""Earthquake"": 0.1, ""Tornado"": 0.18, ""Drought"": 0.04, ""Extreme cold"": 0.16}",2050
215,"Hooper, Evans and Merritt",42.8334,-80.38297,Healthcare,0.7,"{""Extreme cold"": 0.11, ""Wildfire"": 0.09, ""Extreme heat"": 0.18, ""Sea level rise"": 0.14, ""Volcano"": 0.01, ""Drought"": 0.17}",2030
216,"Bender, Warren and Sanchez",46.23899,-63.13414,Finance,0.08,"{""Wildfire"": 0.0, ""Drought"": 0.02, ""Extreme cold"": 0.01, ""Volcano"": 0.01, ""Earthquake"": 0.01, ""Extreme heat"": 0.02, ""Flooding"": 0.01}",2070
217,Wilkerson-Miranda,46.1351,-60.1831,Retail,0.89,"{""Hurricane"": 0.2, ""Extreme cold"": 0.62, ""Flooding"": 0.07}",2050
218,"Mcpherson, Simmons and Simpson",45.4473,-73.75335,Finance,0.01,"{""Tornado"": 0.01, ""Extreme cold"": 0.0, ""Earthquake"": 0.0, ""Sea level rise"": 0.0, ""Volcano"": 0.0, ""Extreme heat"": 0.0, ""Wildfire"": 0.0, ""Drought"": 0.0, ""Flooding"": 0.0}",2050
219,Reid PLC,43.86682,-79.2663,Energy,0.7,"{""Sea level rise"": 0.05, ""Extreme cold"": 0.29, ""Wildfire"": 0.35, ""Flooding"": 0.01}",2030
220,Grant-Coffey,50.26729,-119.27337,Finance,0.8,"{""Extreme cold"": 0.09, ""Sea level rise"": 0.07, ""Extreme heat"": 0.14, ""Earthquake"": 0.15, ""Drought"": 0.14, ""Wildfire"": 0.09, ""Hurricane"": 0.1, ""Volcano"": 0.02}",2070
221,"Hall, Meadows and Anderson",53.51684,-113.3187,Finance,0.17,"{""Earthquake"": 0.03, ""Wildfire"": 0.05, ""Flooding"": 0.0, ""Hurricane"": 0.01, ""Tornado"": 0.05, ""Extreme cold"": 0.0, ""Extreme heat"": 0.02, ""Volcano"": 0.01}",2050
222,"Bender, Warren and Sanchez",45.40008,-73.58248,Manufacturing,0.51,"{""Tornado"": 0.13, ""Extreme cold"": 0.05, ""Wildfire"": 0.05, ""Extreme heat"": 0.11, ""Earthquake"": 0.06, ""Flooding"": 0.11}",2030
223,Acevedo-Kennedy,46.23899,-63.13414,Technology,0.06,"{""Sea level rise"": 0.0, ""Drought"": 0.01, ""Tornado"": 0.0, ""Earthquake"": 0.01, ""Hurricane"": 0.01, ""Wildfire"": 0.01, ""Flooding"": 0.01, ""Volcano"": 0.0, ""Extreme cold"": 0.0, ""Extreme heat"": 0.01}",2030
224,"Hall, Meadows and Anderson",45.43341,-73.86586,Finance,0.25,"{""Hurricane"": 0.060000000000000005, ""Volcano"": 0.08, ""Drought"": 0.09, ""Earthquake"": 0.02}",2030
225,"Higgins, Brown and Vaughn",45.43341,-73.86586,Healthcare,0.42,"{""Volcano"": 0.1, ""Drought"": 0.04, ""Sea level rise"": 0.13, ""Extreme heat"": 0.06, ""Earthquake"": 0.04, ""Wildfire"": 0.05}",2050
226,"Kelley, Barnes and Hutchinson",50.26729,-119.27337,Healthcare,0.48,"{""Volcano"": 0.07, ""Hurricane"": 0.06, ""Flooding"": 0.12, ""Earthquake"": 0.16, ""Wildfire"": 0.04, ""Extreme heat"": 0.03}",2060
227,"Thompson, Davis and Brown",46.1351,-60.1831,Healthcare,0.79,"{""Hurricane"": 0.79}",2070
228,Jimenez-Gallegos,53.51684,-113.3187,Energy,0.63,"{""Tornado"": 0.21, ""Extreme heat"": 0.18, ""Sea level rise"": 0.01, ""Drought"": 0.23}",2060
229,Thomas-Chavez,46.1351,-60.1831,Energy,0.8,"{""Drought"": 0.44, ""Earthquake"": 0.21, ""Extreme heat"": 0.11, ""Hurricane"": 0.04}",2060
230,"Hall, Meadows and Anderson",42.8334,-80.38297,Retail,0.41,"{""Volcano"": 0.019999999999999997, ""Wildfire"": 0.02, ""Extreme heat"": 0.05, ""Flooding"": 0.08, ""Earthquake"": 0.04, ""Drought"": 0.06, ""Tornado"": 0.07, ""Hurricane"": 0.02, ""Sea level rise"": 0.05}",2070
231,"Mcpherson, Simmons and Simpson",43.86682,-79.2663,Energy,0.84,"{""Hurricane"": 0.13999999999999999, ""Extreme heat"": 0.19, ""Flooding"": 0.2, ""Sea level rise"": 0.31}",2070
232,Horne and Sons,42.8334,-80.38297,Retail,0.5,"{""Volcano"": 0.02, ""Wildfire"": 0.07, ""Extreme heat"": 0.06, ""Hurricane"": 0.07, ""Earthquake"": 0.02, ""Sea level rise"": 0.07, ""Tornado"": 0.04, ""Flooding"": 0.05, ""Extreme cold"": 0.06, ""Drought"": 0.04}",2040
233,Wilkerson-Miranda,49.88307,-119.48568,Technology,0.29,"{""Extreme cold"": 0.28, ""Flooding"": 0.01}",2060
234,"Higgins, Brown and Vaughn",45.43341,-73.86586,Energy,0.34,"{""Volcano"": 0.04, ""Sea level rise"": 0.07, ""Earthquake"": 0.08, ""Tornado"": 0.08, ""Hurricane"": 0.02, ""Flooding"": 0.02, ""Wildfire"": 0.03}",2070
235,Sullivan-Curtis,49.88307,-119.48568,Energy,0.66,"{""Hurricane"": 0.12, ""Earthquake"": 0.11, ""Extreme heat"": 0.11, ""Tornado"": 0.08, ""Sea level rise"": 0.1, ""Flooding"": 0.01, ""Volcano"": 0.02, ""Wildfire"": 0.11}",2060
236,"Hall, Meadows and Anderson",46.23899,-63.13414,Retail,0.76,"{""Extreme heat"": 0.3, ""Earthquake"": 0.46}",2030
237,Good-Lewis,42.8334,-80.38297,Healthcare,0.99,"{""Tornado"": 0.24000000000000002, ""Sea level rise"": 0.33, ""Extreme cold"": 0.01, ""Wildfire"": 0.12, ""Volcano"": 0.15, ""Flooding"": 0.1, ""Hurricane"": 0.04}",2040
238,Williams Group,49.88307,-119.48568,Finance,0.8,"{""Tornado"": 0.06999999999999999, ""Flooding"": 0.12, ""Sea level rise"": 0.16, ""Earthquake"": 0.15, ""Wildfire"": 0.08, ""Extreme cold"": 0.01, ""Drought"": 0.17, ""Hurricane"": 0.04, ""Volcano"": 0.0}",2030
239,Acevedo-Kennedy,50.26729,-119.27337,Manufacturing,0.2,"{""Extreme cold"": 0.0, ""Volcano"": 0.02, ""Sea level rise"": 0.04, ""Extreme heat"": 0.01, ""Earthquake"": 0.0, ""Wildfire"": 0.04, ""Tornado"": 0.01, ""Flooding"": 0.01, ""Drought"": 0.05, ""Hurricane"": 0.02}",2060
240,Reid PLC,43.86682,-79.2663,Manufacturing,0.01,"{""Extreme cold"": 0.01, ""Drought"": 0.0, ""Extreme heat"": 0.0, ""Tornado"": 0.0}",2040
241,"Patel, Norris and Jackson",49.88307,-119.48568,Healthcare,0.78,"{""Sea level rise"": 0.23, ""Wildfire"": 0.23, ""Hurricane"": 0.0, ""Extreme cold"": 0.14, ""Tornado"": 0.17, ""Extreme heat"": 0.01}",2060
242,Wiley Ltd,45.40008,-73.58248,Healthcare,0.08,"{""Extreme cold"": 0.04, ""Volcano"": 0.02, ""Sea level rise"": 0.01, ""Earthquake"": 0.01}",2050
243,"Fox, Daniel and Coleman",46.23899,-63.13414,Retail,0.47,"{""Extreme cold"": 0.43, ""Drought"": 0.03, ""Hurricane"": 0.01}",2030
244,Anderson Group,53.51684,-113.3187,Manufacturing,0.9,"{""Extreme cold"": 0.1, ""Volcano"": 0.25, ""Sea level rise"": 0.53, ""Earthquake"": 0.02}",2040
245,Wiley Ltd,46.23899,-63.13414,Healthcare,0.67,"{""Flooding"": 0.04, ""Earthquake"": 0.03, ""Hurricane"": 0.17, ""Volcano"": 0.06, ""Drought"": 0.37}",2050
246,Wiley Ltd,46.23899,-63.13414,Retail,0.14,"{""Flooding"": 0.03, ""Extreme heat"": 0.01, ""Extreme cold"": 0.01, ""Sea level rise"": 0.02, ""Earthquake"": 0.01, ""Volcano"": 0.0, ""Wildfire"": 0.02, ""Hurricane"": 0.01, ""Tornado"": 0.03}",2060
247,Vega-Huffman,49.88307,-119.48568,Retail,0.85,"{""Tornado"": 0.08, ""Extreme cold"": 0.25, ""Flooding"": 0.03, ""Extreme heat"": 0.3, ""Hurricane"": 0.17, ""Drought"": 0.02}",2030
248,Acevedo-Kennedy,53.51684,-113.3187,Energy,0.21,"{""Extreme cold"": 0.01, ""Drought"": 0.04, ""Flooding"": 0.01, ""Volcano"": 0.02, ""Earthquake"": 0.04, ""Extreme heat"": 0.01, ""Hurricane"": 0.01, ""Tornado"": 0.02, ""Wildfire"": 0.05}",2070
